Subject	Content	SA							
1	"sunday's!!! great tv watching day! i got mobwives, rhoatl, kandi factory, klo&lamar, i'm a reality tv junkie!"	1							
1	#safc have brought on former #nufc striker louis saha. the frenchman is 6/1 to score the 2nd goal of this game. the draw is a 9/4 chance!	0							
1	damn i have to wait til' tomorrow before i know if i can go to oslo with my sis. damn. i'm not good at waiting	-1							
1	this may be the best exhibition ever.  @ barbican centre	1							
1	"covering global marijuana march for  night and day from #420, fewer juggalos, more serious advocates."	0							
1	"sunday means eggs benedict and florentine at the iguana! another beautiful morning, come on out and enjoy the pool and 2 x 1 bloody marys!"	1							
1	just walked past a girl throwing her guts up outside a bus stop... average monday night in shotton.	-1							
1	liiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiistoooooo pa romper dc star nightclub 4 the 1st time since 08 !!! toy readyy ! #dmvsofficialhost	1							
1	louis saha could become the 8th player to score for 6 different pl teams this weekend. can you name the 7 who've already done it? #quizzage	0							
1	"after the disappointment of the 4draws (an og bust it), i've gone for 7 away wins tomorrow (including the mersey side derby)."	1							
1	"#planetf1 sat: str, caterham, marussia, hrt: although daniel ricciardo made it into q2 in india, toro ro...  #f1news"	0							
1	"oh man, tomorrow i'm definitely going to have a young life hangover after that dance party! it was so worth it! #totalylmove #ythelnot #best"	1							
1	sejesong sunday sessions @ imbizo busy corner ( midrand ivory park ext 2 next to eskom ) is the place to be 12:00 pm till late	0							
1	\third grade is the best. we started istep in 3rd grade!!\ my brother just said he likes istep. #lolwtf	1							
1	"putrajaya says determined to recover nfc funds: kuala lumpur, oct 29 - putrajaya said today it i...  via"	0							
1	"things that you never do on time:  apply for fafsa, your 2500 word paper due on monday, restocking on ice cream."	-1							
1	israel's red line on iran: 240 kg [of 20% enriched uranium] // number was put to netanyahu and he \did not contest it\.	-1							
1	as all my subscribers may know in young and now i'm doing youtubablehd trolling so watch my tweets for news about open lobby	0							
1	no don't! i have to fit into a tomb raider costume next wednesday! save it for the #cakecrawl!	-1							
1	"will be at irving plaza nyc, no doubt! will be the 4th show ive seen so far. the band that saved, inspired and showed me life."	1							
1	open source misconceptions fading: it web: south africa may be up to five years behind the rest of the world in ...	-1							
1	you went to henryville up til like 4th grade right??	0							
1	50 lakhs to 1600 crores. gives some sense of how maino became the 4th richest politician in the world!	0							
1	"i wanna go to the studio with ulysses n them tomorrow,but i cant. #bars"	-1							
1	"mmaweekly radio tuesday: miesha tate, ryan madigan and the best debate in mma  #debate #front_page #miesha_tate"	0							
1	jack white on tuesday for the second d time!! ghygftrdghgc i have the best mum ever #excitedmuch	1							
1	"news] stuck-up sunday: shepard fairey - andre the giant uncut sticker sheet -	0	1	11101011110100, 1110100, 110100, 111101110011011, 111101011101, 1111001011000, 11110111010110, 11110111010101, 11111000001, 1110101111110, 111001110, 111001111, 11100001010, 111111011101011, 1110101111101"""	0							
1	preparing for some jack white action tomorrow night by listening to the his setlist from dublin.	0							
1	"tryna just chill, get a lil tipsy and maybe hit up the mall friday? #downn"	1							
1	#bdnews #bangladesh cricket: pakistan hopeful of bangladesh visit: pakistan's cricket board said sunday it hopes...	1							
1	"thank fuck it's friday. fresh supply of rohypnol,ice cold bluewkd's in the fridge. any blondes thinking of going out? gie's a shout ;)"	1							
1	..morning austin.....i'm going to bed now..hahha 8:45pm in south africa.writing math exam tomorrow.wish me luck xx	1							
1	"lady gaga added a new tour date for the #bornthiswayball in oslo, norway on 6th of december."	0							
1	"i don't get how people are saying she's lying about the direction of her 4th album, because she \lied\ about the direction of unbroken?"	-1							
1	this thurs. college night at xclusive first 50 ppl with college id $2 after that $5 make it your move to be there	0							
1	hahaha.... rest assured it will be something big on tuesday in putrajaya	1							
1	upcoming saturday @ cherry moon:  the start of a whole new season of the harder styles: first contact !!  with...	0							
1	just read timmonsville is beating the crap out of mcbee 60-8 still in the 3rd!!!	-1							
1	at least it will make up for the sat and the gonzaga game	1							
1	alright nicky fwd: from: 4028890972 sent: nov 1 10:28pm message: idc what he says.	0							
1	congrats to ryder cup captain  for his 6 under 64 in thursday's opening round of the honda classic. keep it going!	1							
1	"dr. arnold, i think they are just in the semi finals tomorrow. go warriors!!"	1							
1	"physics test tomorrow, so it's about time i open my book... but really there was a layer of dust on it"	0							
1	master liam's bday party!  this saturday on the dr susan block show! join us live in studio by rsvp here:	0							
1	clippers vs lakers tomorrow! you all are about to be 0-11!	1							
1	obama spends hour on phone with netanyahu during benghazi assault    priorities	0							
1	emmylou harris &  singing \the maker\ to close the entire 'wrecking ball' performance in nashville on wed.	0							
1	"on mvc teleconference, it seems jacobson found a lot more things wrong with saturday's exhibition after seeing the tape. #unihoops"	-1							
1	i would vote for david miliband if there was an election tomorrow and he was the labour leader - move over ed!	0							
1	scrap my last tweet! at 5:22 on the 24th for australian directioners it will be two years for the boys	0							
1	space and  were the place tonight. the sun ra arkestra was brilliant.  @ barbican centre	1							
1	\i don't know of a rule that could stop qld playing david taylor\ - the nrl to us on if qld can play taylor tomorrow in #origin3	0							
1	"oh yea, we heard bout y'all senior skip day friday... we ain't report it cause y'all ain't play nobody but brookwood."	0							
1	"this friday, the new film \occupy unmasked\ opens; a guided tour of the ows movement hosted by andrew breitbart...."	0							
1	ready to see the lakers tomorrow	0							
1	"tickets for troy on stub hub for $12. sad but if you have a youngin', saturday would be a great day to take them"	1							
1	i just finished the 5th season of army wives...now what do i do	-1							
1	tight race in the fans choice player of the week w/ wesleyan and brookwood players. last chance to vote:	0							
1	it's okay we gone finish off the spurs tomorrow	1							
1	"wicket, its getting worse for the afghans, they have slipped to 22-4 after karim sadiq (5) was run out by jos buttler in the 6th over."	-1							
1	in brownsville on the 18th floor of the project building stay dry my nigga	0							
1	"frank gaffney is not insane. he may not even be a true hater. he is a bigot for pay, just like steve emerson. hate is their racket."	-1							
1	"dana gets two false starts called on them trying to punt, 3rd one gets returned to their 18. laguna hills scores with 30 sec left, up 31-27"	-1							
1	"... may be that's why bjp is defending gadkari: they are all in the 'game'. as shourie famously said, cong & bjp are now one  party."	1							
1	k guys i got tot get some sleep for istep tomorrow and see 4/9 of my crushes cant wait and we r going outside luv u guys thanks for the	1							
1	"aubtourage: update, i will be storytelling for risk on sept 25 and the wrecking ball video will be released on vevo sept 26th! love you!"	1							
1	yup.  then we have the strawberry festival in late feb/early mar.  it's fl. :-)	1							
1	i am so tempted to book miami right now in january for my birthday and february for the lakers vs heat game! dare me? double dog dare me?	1							
1	i know it was the best day ever i'm soo happy! are you going to write on your arm or hand robsten unbroken tomorrow?c:	1							
1	"hope everyone made it to the uc in time to see the bulls raise their 21st straight financial champs banner. a true dynasty, we have."	1							
1	alot of free throw conditioning drill for the lakers tomorrow at practice	0							
1	#teamfollowback beirut (reuters) - the international committee of the red cross said on thursday it...  #ff	0							
1	it looks better as the nufc fans are now in 2nd tier so i can't see them... it looks like he's just goading the sufc fans!	1							
1	#ckt #update pakistan hopeful of bangladesh visit: pakistan's cricket board said sunday it hopes to...  from #shariq	1							
1	thanks to wrh i've got on the guest list for the opening night of the shepard fairey show over at stolenspace on friday night !	1							
1	"friday night live! we are going to a maulers game! meet at mvc at 6:30, bring $5 + fastfood $ + funds to buy caseyface some chocolate pie..."	0							
1	"the bulls head to cle friday night.  one night doesn't a season make, but that was a solid win over wsh on opening night."	1							
1	doesn't help that hoya's my bias in infinite :c (btw what are we gonna do about thursday!!!!)	-1							
1	"#mentiondateiwillneverforget.. the saturday of the strawberry festival, which i think was 6/17/12"	0							
1	fairfax on the 3rd is still happening right?!	0							
1	attention everybody if you know anyone in troy that is looking to take over a lease.i will be willing to pay half r all of 1st months rent.	0							
1	"the bulls head to cle friday night.  one night doesn't a season make, but that was a solid win over wsh on opening night."	1							
1	tomorrow is the day we'll beat justin biebers vevo record and earn our title back! :) :)	1							
1	"#mcilroy had a strong start in thursday's opening round of the honda classic, but the no 2 was upstaged by us ryder cup captain #love iii."	1							
1	"haha blocked by  because its  2nd account and he backs everything tom segal puts up, oh the irony #stoproguetipsters"	1							
1	i'm dressing up as gary for halloween.. so don't expect to c me until about 4th period..ill b home dozing off to animal planet then ill b at	0							
1	\3 by\ on the roof at sjp... face off clinic back on for 12 pm - 1 pm at cabrini this sunday	0							
1	"last tweet of the night, reading will not lose to spurs tomorrow"	1							
1	"food fact of the day: sept 9, 1890 harland sanders was born near henryville, indiana. founder of kentucky fried chicken restaurant chain."	0							
1	looking forward to some march fourth marching band madness tonight at	1							
1	he's coming to the houston rodeo in march!!	0							
1	"iebc warns it will revert to manual voter registration if bvr kits delay, says poll timetable may change."	-1							
1	anyone wanna go to a gillie da kid concert sept 30th? young savage and haddy are gonna be killin it too	1							
1	"on 17th anniversary of rabin assassination, netanyahu calls murder 'one of the worst crimes of the new age'"	-1							
1	"wed  am on \java jazz\ with ken irwin, tune in for a chat with umass jazz dept. head jeff holmes about his new cd, \of one's own.\"	0							
1	just some info on e l james before we settle down into our books on monday!   e.l james was born in london england...	0							
1	ill be in brownsville by wednesday night so it's all good :)	1							
1	i have 2 passes for looper in pico rivera on thursday. message or text me if you want them.	1							
1	seriously bummed that #perksofbeingawallflower isn't playing at any of the bases here on okinawa...may fly home just to see it!	-1							
1	dematha was shocked by gonzaga on saturday. can the stags regroup in time for the wcac playoffs? #mdpreps	-1							
1	pics of the march fourth marching band at the oregon country fair closing out the show sunday night. their...	0							
1	getting up at 3am tomorrow to get to the embassy to wait outside in the freezing cold for 3 hours :( kinda hate south africa right now.	-1							
1	one space has just become available on my photography for parents workshop on sat 24 nov in cobham...more details here:	0							
1	my momma is going to see banda limon at the pico rivera sports arena tomorrow without me :( shes taking sarah with her :/	-1							
1	thursday night football:tampa bay buccaneers v minnesota vikings ...: vimeo is the home for high-quality videos ...	1							
1	i want song joongki for the 1st drama star ! bigbang for the trendy music / the koxx for the band music / gd for the style /	0							
1	"culture (down town, mon 23, 1:00pm): come celebrate spanish literature at world book day by the cervantes..."	1							
1	jesus shuttlesworth heat vs lakers ralph mcquarrie #top100femalelies is lamar odom really going to the d league ?	0							
1	all seniors will be recognized at fca tomorrow and the first 25 will get free chickfila coupons for free biscuits! see y'all there :)	1							
1	a university uniform in appreciating military veterans: he reunited after the game saturday with capt. michael p...	1							
1	thelema thursday! maroccan chicken tagine and the irresistible muscat de frontignan	1							
1	"tiffany, cnblue's yonghwa and b2st's kikwang will mc for the sbs k-pop super concert in america on nov 10"	0							
1	"happy 30th birthday, matthew  inman! seems appropriate that you share a birthday with jim henson..."	1							
1	"don't forget to dine out  in #savage tonight for paa! also, it's america day tomorrow at the hs for #homecoming week!"	1							
1	i'm gonna be in monroe like all day sat! haha	1							
1	'may the odd's be ever in your favor' australian directioners.	1							
1	"the international committee of the red cross said on sunday it now considers the conflict in syria a civil war, meaning international..."	0							
1	"\under the cherry moon, my niggas carry heat, enough to bury june\ shaaaataaaaaaaaap"	-1							
1	"france: friday was last day to exchange the obsolete franc for euro, banque de france said   - breaking news buzz"	0							
1	good friday afternoon! construction & a crash on the ramp from 85 northbound to 400 northbound causing delays heading up from brookwood!	1							
1	"number, address, cat's name and a date this thursday. no fucking about! just call me tomb raider...."	0							
1	hello ully. ;) see you on saturday at sm sta. rosa. :d can't wait. :\>	1							
1	"we need to think about cyber security and space? c'mon obama, capt. picard has at least one of those on lock. #debate"	0							
1	"i've always loved spc, now know as spu. i'm excited to attend the career fair tomorrow ! :)"	1							
1	"i am going to see aesop rock and rob sonic  on fri aug 3rd at irving plaza nyc. if anyone wants a ride up to the show, i have room for 2."	1							
1	premier league team of the week: walcott makes seventh appearance this season while sagna also features	0							
1	"yiying is two characters in the chinese lang. the 1st part, yi, means happy. the 2nd part, ying, means creative. right?  #learning"	0							
1	"tiger woods draws crowd of fans on practice day at honda classic: hold on, bobby, tuesday was a school day. why ..."	0							
1	jose mourinho: \...so i think tomorrow the match will not be far from those characteristics\ 2/2 #halamadrid	0							
1	"what tomato and onion had done to bjp in delhi, lpg may do the same to cong in the forthcoming elections..."	0							
1	it appears douglas adams may have right about telephone sanitisers all along.	1							
1	she's drivin through from banff with her dad goin to sort stuff in her flat! roll on sunday though :)	1							
1	its done! my brother just got married...we turnin up at jett lounge tonight and at grannys house tomorrow	0							
1	"live at d-tronics 20th anniversary with locations valley wide mcallen,edinburg,harlingen,brownsville they have..."	0							
1	with krul injured for newcastle does that mean that rob elliot will start in goal? has he been on bench this season or 3rd choice. #cafc	-1							
1	new skyfall trailer is live. - *fans self* is it october yet? i have all the feels for this. goddamn.	1							
1	check out the one for silent house at the london tombs tomorrow night too!	0							
1	so justin beiber is coming down here jan. 15. am i the only one excited? lol	1							
1	independent electoral and boundaries commission (iebc) says all is set for monday's by-elections in the three constituencies.	0							
1	"big day coming up for! word from cutoms and ups is we will have our bouncy castle, by tomorrow. i'm praying their right. #ogoplay"	1							
1	grab the latest issue of the record out on campus now and stay dry this morning! happy friday!	1							
1	join team pml(n) representative to support pmln vs pti kids at front line with kamran shahid recording tomorrow...	0							
1	sorry that we couldn't get you in the party. the guys i was playing with refuse to play ground war. open lobby on wed.	-1							
1	will there ever be a 3rd season of breakout kings? fx should pick you guys up! please tell me sumthin good!!! best show ever!	1							
1	"fourteen environmental protesters arrested at eskom on tuesday have been released on bail, after the group..."	0							
1	"omg this show is so predictable even for the 3rd ep. rui en's ex boyfriend was framed for murder probably, by the rich guy."	-1							
1	"still remember all your 1st names, bar shotton. had a huge utd squad poster on my bedroom wall. you lot were in the front row."	0							
1	england to play haryana in the third warm-up game in ahmedabad that starts nov 8 ahead of the first test on nov 15 #cricket #indveng	0							
1	i'm taking physics without calculus for the 2nd time in the spring. tips?	0							
1	jonathan clary's blocked punt sets up mike longo's 3-yard td run and laguna hills cuts dana hills lead to 20-17 with 9:38 left in 3rd	-1							
1	can't wait till sunday morning when we (shola) make the mackems cry. pretty sure a #hatembomb or two will be dropped too. #premierpunditry	1							
1	open lobby all day tomorrow!	0							
1	"still waiting for someone, anyone, to show me where fluke asked the gov to pay for her anything. ::taps foot, checks watch::  c'mon..."	-1							
1	buses arrive in henryville. first day back in original building since march 2 tornados destroyed school	0							
1	"why you so gwapo  ^_^ take care mario,going to watch suddenly it's magic on tuesday. :)"	1							
1	"yeah, but one of them is an old lady who looks like a jim henson creature left out in the sun."	-1							
1	physics tomorrow is going to be a shit show	-1							
1	"wait what? i'm already confused :p if you're gonna be in muscat in may, we'll probably meet up then!"	0							
1	tryna make sure everything go as planned saturday. . .	0							
1	last day of istep tomorrow.	0							
1	the sun are today reporting that chelsea owner roman abramovich has given the green light for roberto di matteo...	0							
1	"things i want to do: live in toronto to work, go to school, and pursue acting, and go to second city.and go out to banff to work in january!"	1							
1	i am in line to meet e l james! guess i should start on #fiftyshades for the 4th time!   #fiftyshadesofgrey	0							
1	the facebook ipo players club: reid hoffman: ... today who he is: reid hoffman is probably best known to you an ...	1							
1	"dual policy of lpg pricing not acceptable to public, suggestion is that govt. should rationalize the price which may be upto rs. 600/-"	-1							
1	vandals in oakland same as the night before in sf with afghans grown in.	-1							
1	"will be assisting the marching band at the game tomorrow from the bleachers, i hope you all like vuvuzela"	1							
1	how long will i have to wait to see ted nugent rape and kill a kangaroo? c'mon #discovery channel the apocalypse is right around the corner.	-1							
1	rediff live! hundreds of afghans on thursday protested for the first time against cartoons of the prophet mohamm...	-1							
1	also on west liberty ... it does not play a regular-season game in february.	0							
1	interested? my exclusive: td bank denies allegation it aided $7-billion ponzi fraud; 2nd only to madoff	-1							
1	"oh hahaha they post it once everyday.so,don't worry they'll post hoya's pict tomorrow ~"	1							
1	#bpl issues to be decided nov 1: bangladesh cricket board will take a final decision on the bangladesh premier le...	0							
1	didn't get a chance to post this the other day. goodbye ralph mcquarrie. may you return as a force ghost to guide young artists... #starwars	-1							
1	"rich bitch, come to the game on saturday, iguana will be there c:"	0							
1	4 minutes into 2nd quarter and mid-prairie in the red zone of west liberty ready to strike again. #iahsfb #kcrgfnl	0							
1	tomorrow: crazy cavalier day wednesday: dr. d's bowtie day thursday: america day friday: spirit day	0							
1	i saw you at church sunday with tohse david ruffin glasses on fly :)	1							
1	wat happen to the days of big bangs on monday night gettin drunk beyond my years wit my nigga kendall n not having a care or kid n the world	0							
1	"song joongki, park bo young at the premiere the grand heist / gone with the wind on the 25th."	0							
1	k don't think i can be there but i'll try next time but another thing u should try to do is mail monday with fps russia! lol	-1							
1	this is as brutal of a loss as it gets. up 6-0 then up 2 with 2 outs in the 9th only to blow it. it's going to be a very long winter in wsh.	-1							
1	"ok sorry sm sta. rosa, november 10! see you guys! =)"	1							
1	"does anyone remember when we had to chose racers for the iditarod thing in 6th grade? i had zoya denure, along with 100 other people..loll(:"	1							
1	2nd time to new creation church to see joseph prince for the 1st time.	0							
1	"2ne1 rocks okinawa with stylish airport fashion  on 2012 october 28th, 2ne1 performed at the \kpop paradise..."	0							
1	rory mcilroy on top of the world after beating a resurgent tiger woods at the honda classic in flori	1							
1	\ why fit in when you were born to stand out? - dr. seuss\-- haha. gotta stand out tomorrow. watch! ;d	1							
1	"view of my schedule for the rest of the week?? today: work than class, wed: halloween at work, thurs: work young life, friday: work than...."	0							
1	guys i just want to go to justin biebers concert on november 4th why is  doing this to me	-1							
1	"this may sound melodramatic, but andrew breitbart dying was one of the worst shocks of my life."	-1							
1	come hang out with me saturday at kremlin!!	0							
1	were you on sm sta. rosa last sunday? i didn't see you. :( and sm calamba this friday yeah?	-1							
1	do you know roman abramovich is the 3rd richest man in britian? #interestingfactoftheday #interestinggilfriend	1							
1	wondering what to do tomorrow in the rain? come on down to lil' iguana's children's safety foundation for their...	0							
1	"reid hoffman, oflinkedin says start where you are. says google was in beta form for 1st 2 yrs while they progressed. don't wait. start now!!"	1							
1	"on the news, regarding the \marijuana march\ in #toronto today: \if you don't hear 'em coming, you'll smell them.\ nice...not."	-1							
1	i love tom boonen. forget the whole birth/citizen issue. i might just write him in for president in november.	1							
1	stroudsburg vs pleasant valley for the mvc title next friday #repeat #mountienation	0							
1	"operating g3kmi this evening from the university maths tower on hf bands. 6:15-pm - 8pm bst. 10th floor, room 10037. #ham #hamradio"	0							
1	why wasn't jorge masvidal on the main card on july 14th and why is miesha tate not on the main card tomorrow?! #thissucks	-1							
1	driving west towards banff as the sun sets on the mountains. it's comforting to see those hills again. home	1							
1	"our professor moved our test back to tuesday, and brought candy!? damn, she must really love us. thanks, vanessa! #tequiero"	1							
1	congratulations norwin high school marching band on getting 1st place at the towson boa regional!	1							
1	can't wait to see the people of shotton proudly waving their red & white flags and wearing their national team shirts. poland play tomorrow!	1							
1	"one of the hottest up and coming artists  will be performing july 29th at rex theatre in southside, pittsburgh!! tix only $10"	1							
1	"after mrs o, castro, fluke & now clinton, i am so proud of the party that i believe in & will vote for in nov. tomorrow night is just icing"	1							
1	why have hammond and may been verified but not you? #wtf	0							
1	#tottenham boss andre villas-boas has played down speculation that he is already lining up a january bid for #shaktar's willian. #thfc #epl	0							
1	mavs will beat the lakers tomorrow accepting all bets	1							
1	hey can you plz help try to get to justin biebers concert on december 3rd in la !	0							
1	may fall asleep on the couch watching ou and eastern #naptime	0							
1	"lol i'm in laguna hills, but ima be in l.a & hollywood all day today & tomorrow ."	0							
1	peter did you miss this? #trend runako morton	0							
1	going to go watch the lorax .... then off to bed :p #goodnight class starts tomorrow :o	1							
1	"sat watching the fucking celtic game, sounds like i'm missing a corker at white hart lane"	-1							
1	not a very attractive line up. have you got mackems v. mags tomorrow?	-1							
1	"volleyball: plant city clinched a regional spot, defeating hillsborough tonight 3-0 in the 7a district 8 tournament. finals are thursday."	0							
1	belated post: i actually really liked the steelers' 1934 throwback uniforms from sunday's game against wsh. people just hatin'. :p #fb	1							
1	jett lounge 3701 clairmont rd atl. one of the nicest party i been all year. damn this is the place to be. ladies don't miss it smp saturday	1							
1	"may have meat loaf and ted nugent, but  is rolling with  tonight!  'nuff said!  #stateofloveandtrust #edshow"	1							
1	3:35 saturday night in okinawa... lets call it a night. lights out.	0							
1	the wednesday ipad edition is out now - including tom segal's pricewise advice and brilliant previews for juddmonte international day	1							
1	"madoff was one lucky sob..if he was born in iran, death to you my friend and may allah have mercy on ur miserable soul"	-1							
1	pauwiin nyo muna ako bago kayo pumunta jan plsplsplspls \ see you at sm bacolod :)\	1							
1	new delhi: members of  (iac) on sunday protested and clashed with the police outside haryana chief minister bhupinder singh hooda	-1							
1	this \too cute\ puppy show on animal planet might just be the greatest thing ever. i may never leave my room. #homeworkcanwait	1							
1	friday night lights at east york lol remember when it was good	1							
1	"tryna be more than temporary , love you everyday like february . i'm tryna make us soo official like #loverboy"	1							
1	who's coming to the marijuana march in cardiff tomorrow? support the cause #legalizeweed!	1							
1	"that's what i figured. we suspect you may be experiencing some issues related to the storm, maria. we're working on it! ^dgm"	-1							
1	"rest in peace star wars conceptual artist ralph mcquarrie, may the force be with you my friend"	1							
1	"i was in the 5th grade taking istep tests when #9/11 happened, doesn't seem like its been that long ago"	0							
1	us: sen john mccain called monday for us to begin another war with airstrikes on syria   - breaking news buzz	0							
1	if we're still 3rd favourites at the end of the day then odds have more shit than white hart lane and anfield put together.	-1							
1	i am hosting the open lobby! saturday 15th ( tomorrow ) 1:00pm - 3:00pm uk time gamertag \il ash li\  be there guys it's going 2 be awesome!	1							
1	is this how david miliband got into oxford with bad grades?  #bbcnews	-1							
1	3rd one dropped by afghans. this is not how you put pressure.  #indvafg #wt20	-1							
1	dongwoo's reaction to 7th rank is just hilarious!!! xd	1							
1	may nabasa aq! i dunno if im going to believe it or not :/ ang sabe dito nasa hell daw si pope john paul ii >:| ..	-1							
1	so after david ruffin sat in the trap and smoked crack all day friday all day saturday and sunday i gotta salute his will to keep going!	1							
1	"for those interested, mark martin will make his 850th career nscs start this weekend (ranked 5th on all-time list). #nascar"	0							
1	"played wednesday, outclassed a premier league team tonight by the sounds of it! #swfc #operationptl"	1							
1	"aren't jews, steve emerson & clifford may just a little scared at cufi. haven't they heard about leo frank?"	0							
1	ooh! i've just started playing my bf's ac i to get me into it as i've never played before. i like! iii may be bought soon..xx	1							
1	"i was at the vatican when #pedrocalungsod was beatified by pope john paul ii last march 5, 2000 & now after 12 years he is now canonized"	0							
1	"if you are in #orangecounty / near laguna hills, please come visit me at awakenings this thursday at 7pm!"	1							
1	"anchorage, ak: the ceremonial start of the iditarod every march"	0							
1	the international committee of the red cross on friday warned that three palestinian hunger strikers were at risk...	-1							
1	premier league team of the week: march 5: gmf takes a look at the team of the weeken...  ...via	0							
1	#nacamam  you have to try skywalk deli on the 2nd floor of the comerica building on monroe! #bestlunche	1							
1	bilbao for breakfast this sunday morning. athletic are just about to kick off at espanyol.	0							
1	"dongwoo is like a big baby, sooo cute :3 i just wanna hug him... is dongwoo becoming my 3rd infinite bias? *0*"	1							
1	"guess what?! we are going to be having our christmas party on december 6th! no shows, unless your justin beiber...."	1							
1	"camo or nascar the choices i must make on white trash wednesday, i mean america day...."	0							
1	#3dt make sure you find your self at the \s.e.c\ this thursday for $3 thursdays!! $3 w/ college id $5 w/ reg id til 11pm!!! #iparty	1							
1	so i might go to the selma vs. kingsburg game tomorrow (:	1							
1	"get paid way later today, probably going to go see sky fall on the 9th or man with the iron fists idk which one 2 choose?"	0							
1	justin biebers music is the 11th biblical plague	-1							
1	hopefully watching the lorax will get my mind off tomorrow	1							
1	"think we're going to struggle no end on monday with no colo, krul and tiote. those three are essential defensively #nufc #everton"	-1							
1	mom just asked if i wanted to see the knicks vs celtics in october...i hate both teams but it's a live game hmm	-1							
1	tomorrow is the big day!!!!! we celebrate upnsmoke woodlands one year anniversary. grand prize winner of the...	1							
1	"nine goa congress legislators want to join us: bjp: panaji, oct 31: goa's ruling bharatiya janata party (bjp) to..."	1							
1	bbl to take over  franchise in short-term. game with mersey this sunday to go ahead h...	0							
1	miesha tate says your going to win oct 6th during her interview and you are a bad ass at 105... go girl :)	1							
1	july 29th 1995 was the time that that young savage had arrived	0							
1	when are you going to do another mail monday with fps russia?	0							
1	that's shit :(  banff would be better aswell! still going out in keith on the 3rd? x	-1							
1	shotton has shown he is worthy of that list by passing the ultimate barometer of performing on wet wednesday night for stoke	1							
1	monroe bound tomorrow! it's a must leave ruston for a day	1							
1	world book day was mon and no one gave me a book. no one even gave me back any of the books they've borrowed   #hinthint	0							
1	happy birthday haryana.  may you get the best in times to come.	1							
1	"dear march, i'm gonna live my life no matter what we party tonight cause its national bieber day (y)"	1							
1	woosahhhh it's courtney! long time no see from 1st lady!	1							
1	"so in the 1st book of the e l james trilogy, anastasia is played by  & christian is christian bale (obviously). it is what it is."	0							
1	"one last push sunday, and most of them will have a weeks not playing cos of the cup game midweek before nufc. i never make ....."	-1							
1	watching the 1st season of army wives	0							
1	"fps russia penis reservations, he's already doing 5 chicks today maybe we can fit you in tomorrow ?"	0							
1	"no, he may just be gadkari's driver."	0							
1	"yep, wanted to limit it to 1 tweet! :)  impressive palmares. while i'm here, stages in tirreno,vuelta,paris-nice,suisse, 4th roubaix"	1							
1	that's true but until its all decided that's who  is going with. danny care would be 2nd choice right now.	0							
1	"sungkyunkwan scandal for the 3rd time!!! can't get enough of park yoochun, park minyoung, song joongki and especially yoo ah in! :)"	1							
1	sandy alderson may as well change his name to madoff because he is robbing the mets.	-1							
1	australian directioners! igo one direction (icarly) is premiering on nickelodeon the 24th of july at 4:30pm. (: how exciting! x	1							
1	does anyone want to come with me to see ted nugent speak at freedom hall tomorrow. it's free	0							
1	ladies it's time for y'all to bring out them tight freak um dresses at club pulse tomorrow 1118 n 4th street free til 11	0							
1	danny care may be the best scrum half england have but he's still a massive c-bomb	-1							
1	you should totally come and perform in houston and while your at it come and visit the houston rodeo in march :)	1							
1	feel the warmth in the sky at first sight i felt the energy of sun rayysss	0							
1	"this just in: rui en joins elvin ng & co. in clif2, scheduled to air 18 feb 12. surprise?"	0							
1	sunday with sufjan stevens - casimir pulaski day live at manchester apollo 19/05/11:  via	0							
1	yardbarker: announcing the november 17 smashville express to knoxville	0							
1	"what are the fafsa and a pell grant? | begin college: what are the fafsa and a pell grant? october 26, 2012 cate..."	0							
1	usa calls last time out with 5:20 left in the half. they have 1st and 10 at red wolves 34.	0							
1	how many of you believe that andrew breitbart very well may have been murdered?	-1							
1	brilliant 85 mins for  in the mersey derby. not a bad game for 1st goal....	1							
1	"happy november 1st sweet friends!!! sweet thursday nod's (names of the day) are.....charrish, selma, and aiden...."	1							
1	\ \don't cry because it's over. smile because it happened.\ - dr. seuss\ good quote for a friday!	1							
1	alejandro valverde wins stage 3 of paris-nice. can he catch bradley wiggins? the answer  #parisnice	1							
1	finally listened to wrecking ball before i see the concert tomorrow evening!!	1							
1	not hard to figure out the value in this offer...mathnasium is offering a free  \mathing\ workshop on sunday from...	0							
1	"mizzou links, 9-5-12: holy smokes, it's wednesday already? i haven't even posted bill carter's sela photo...  #ncaaf"	0							
1	"youve done bob's great, the pacific great, now how about one following the 15th usaaf, 456th squadron b-24, capt. klingler???"	1							
1	demi is performing at the houston rodeo on march 3	0							
1	"you may not recognize his name (yet), but you will definitely know his music. check out the amazing bill carter..."	1							
1	"frank gaffrey, cliff may, steve emerson: brilliant. \looming threats: iran, hezbollah hamas\ is the best #cufidc session i've had thus far."	1							
1	red cross: syria conflict is now a civil war: the international committee of the red cross said on sunday it now	-1							
1	off to #stolenspacelnd to see the shepard fairey show i didn't get to see last friday...	-1							
1	interesting that gregg williams' affadavit was just signed on friday.	1							
1	i'm watching thursday night football between the tampa bay buccaneers and the minnesota jared allen	0							
1	watching joseph prince. getting fed. u may think it but u don't have to say it. speak gods words. #pastor #faith #word	0							
1	tampa bay buccaneers: game-by-game predictions for 2nd half of the season - bleacher report  #buccaneers	0							
1	i'll be playing #mitd tonight around 8:30pm est. open lobby will most likely be tomorrow evening. keep an eye on youtube/twitter.	1							
